799,1572,338,355,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,633,906,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,633,906,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1572,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,667,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,354,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,355,1177,341,176,713,572,588,666,642,347,632,907,550,
799,1573,338,354,1177,341,175,714,572,588,666,642,347,632,907,549,
799,1573,338,354,1177,341,175,714,572,588,666,642,347,632,907,549,
799,1573,338,355,1177,341,176,716,574,589,666,642,347,632,908,549,
799,1573,338,355,1177,341,176,716,574,589,666,642,347,632,908,549,
799,1573,338,355,1177,342,178,721,578,590,667,642,347,632,908,549,
799,1573,338,355,1177,342,178,721,578,590,667,642,347,632,908,549,
799,1573,338,355,1177,342,182,729,585,594,667,642,347,632,908,549,
799,1573,338,355,1177,342,182,729,585,594,667,642,347,632,908,549,
798,1573,338,355,1178,343,188,737,592,599,668,642,347,632,909,548,
798,1573,338,355,1178,343,188,737,592,599,668,642,347,632,909,548,
798,1574,339,355,1179,345,195,746,600,606,669,642,347,632,909,548,
798,1574,339,355,1179,345,195,746,600,606,669,642,347,632,909,548,
797,1574,339,355,1179,347,201,755,607,612,670,642,347,632,909,548,
797,1574,339,356,1179,348,207,763,614,618,670,642,347,632,909,548,
797,1574,339,356,1179,348,207,763,614,618,670,642,347,632,909,548,
796,1575,339,356,1180,350,213,771,621,624,671,642,347,632,909,548,
796,1575,339,356,1180,350,213,771,621,624,671,642,347,632,909,548,
795,1575,340,356,1180,352,219,779,628,630,672,642,347,632,909,548,
795,1575,340,356,1180,352,219,779,628,630,672,642,347,632,909,548,
795,1575,340,356,1181,354,226,787,635,636,674,642,347,632,910,548,
795,1575,340,356,1181,354,226,787,635,636,674,642,347,632,910,548,
794,1576,341,356,1181,356,232,795,642,642,675,642,347,633,910,548,
794,1576,341,356,1181,356,232,795,642,642,675,642,347,633,910,548,
793,1576,341,357,1182,358,239,803,649,648,677,642,347,633,910,548,
793,1576,341,357,1182,358,239,803,649,648,677,642,347,633,910,548,
793,1576,341,357,1182,360,246,812,656,655,679,642,347,632,910,548,
793,1576,341,357,1182,360,246,812,656,655,679,642,347,632,910,548,
792,1577,341,357,1183,363,252,820,663,662,681,642,347,632,911,548,
792,1577,341,357,1183,363,252,820,663,662,681,642,347,632,911,548,
791,1577,342,358,1183,366,260,829,671,669,684,642,347,632,911,549,
791,1577,342,358,1183,366,260,829,671,669,684,642,347,632,911,549,
790,1577,342,358,1183,369,267,837,678,676,687,642,347,632,911,549,
790,1577,342,358,1183,369,267,837,678,676,687,642,347,632,911,549,
789,1578,342,358,1184,373,274,843,684,683,690,643,347,632,911,549,
789,1578,342,358,1184,373,274,843,684,683,690,643,347,632,911,549,
788,1578,343,358,1185,376,280,847,687,689,693,643,347,632,911,549,
788,1578,343,358,1185,376,280,847,687,689,693,643,347,632,911,549,
787,1579,343,359,1185,380,283,849,688,693,697,643,347,632,911,549,
787,1579,343,359,1185,380,283,849,688,693,697,643,347,632,911,549,
787,1579,343,359,1186,383,285,849,689,695,700,643,347,632,911,549,
787,1579,343,359,1186,383,285,849,689,695,700,643,347,632,911,549,
786,1579,344,359,1186,385,287,849,689,696,703,643,347,632,911,549,
786,1579,344,359,1186,385,287,849,689,696,703,643,347,632,911,549,
786,1579,344,359,1187,387,289,850,689,698,706,643,346,632,911,549,
786,1579,344,359,1187,387,289,850,689,698,706,643,346,632,911,549,
785,1579,344,359,1188,391,291,852,691,701,710,644,346,632,911,549,
785,1579,344,359,1188,391,291,852,691,701,710,644,346,632,911,549,
785,1580,344,359,1189,394,294,853,692,704,714,644,346,632,911,549,
785,1580,344,359,1189,394,294,853,692,704,714,644,346,632,911,549,
784,1580,345,360,1191,398,297,855,694,706,719,644,346,632,911,549,
784,1580,345,360,1191,398,297,855,694,706,719,644,346,632,911,549,
783,1580,345,360,1192,401,300,857,695,709,723,645,346,632,911,549,
783,1580,345,360,1192,401,300,857,695,709,723,645,346,632,911,549,
782,1581,345,360,1194,405,303,859,697,712,727,646,346,632,911,549,
782,1581,345,360,1194,405,303,859,697,712,727,646,346,632,911,549,
782,1581,346,360,1196,408,306,860,698,715,731,646,346,632,911,550,
782,1581,346,360,1196,408,306,860,698,715,731,646,346,632,911,550,
781,1581,346,360,1198,412,309,862,700,717,736,647,346,632,911,550,
781,1581,346,360,1198,412,309,862,700,717,736,647,346,632,911,550,
780,1582,346,360,1200,415,312,864,702,720,740,648,346,632,911,550,
780,1582,346,360,1200,415,312,864,702,720,740,648,346,632,911,550,
779,1582,347,360,1202,418,315,866,703,723,744,649,346,632,911,551,
779,1582,347,360,1202,418,315,866,703,723,744,649,346,632,911,551,
778,1582,347,361,1205,422,317,868,705,725,749,650,346,632,912,551,
778,1582,347,361,1205,422,317,868,705,725,749,650,346,632,912,551,
778,1583,348,361,1208,425,320,870,707,727,753,652,346,632,912,551,
778,1583,348,361,1208,425,320,870,707,727,753,652,346,632,912,551,
777,1583,348,361,1211,429,323,871,709,730,757,653,346,632,912,551,
777,1583,348,361,1211,429,323,871,709,730,757,653,346,632,912,551,
776,1584,348,361,1214,432,326,873,711,732,761,655,346,632,912,551,
776,1584,348,361,1214,432,326,873,711,732,761,655,346,632,912,551,
775,1584,349,362,1217,435,328,875,713,734,765,657,346,632,912,551,
775,1584,349,362,1217,435,328,875,713,734,765,657,346,632,912,551,
774,1584,349,362,1221,438,331,877,714,737,769,659,346,632,912,552,
774,1584,349,362,1221,438,331,877,714,737,769,659,346,632,912,552,
773,1585,350,362,1224,442,333,879,716,738,773,661,346,632,912,552,
773,1585,350,362,1224,442,333,879,716,738,773,661,346,632,912,552,
772,1585,350,362,1227,445,336,881,718,741,776,664,346,632,913,552,
772,1585,350,362,1227,445,336,881,718,741,776,664,346,632,913,552,
772,1586,351,363,1231,448,338,883,719,742,780,667,346,632,913,552,
772,1586,351,363,1231,448,338,883,719,742,780,667,346,632,913,552,
771,1586,351,363,1234,451,340,885,721,744,783,669,346,632,913,552,
771,1586,351,363,1234,451,340,885,721,744,783,669,346,632,913,552,
770,1586,351,363,1238,454,342,887,723,746,787,672,346,632,913,552,
770,1586,351,363,1238,454,342,887,723,746,787,672,346,632,913,552,
769,1587,352,364,1241,457,344,889,724,748,790,676,346,632,913,553,
769,1587,352,364,1241,457,344,889,724,748,790,676,346,632,913,553,
768,1587,352,364,1245,460,346,890,726,750,793,679,346,632,913,553,
767,1588,353,365,1249,464,348,892,728,752,796,682,346,632,913,553,
767,1588,353,365,1249,464,348,892,728,752,796,682,346,632,913,553,
766,1588,353,365,1252,466,350,894,729,754,799,686,346,632,914,553,
766,1588,353,365,1252,466,350,894,729,754,799,686,346,632,914,553,
765,1588,354,366,1256,470,352,896,731,755,802,689,346,632,914,553,
765,1588,354,366,1256,470,352,896,731,755,802,689,346,632,914,553,
764,1589,354,366,1259,472,354,898,732,757,805,693,346,632,914,553,
764,1589,354,366,1259,472,354,898,732,757,805,693,346,632,914,553,
763,1589,354,367,1263,475,356,899,734,759,808,696,346,632,914,553,
763,1589,354,367,1263,475,356,899,734,759,808,696,346,632,914,553,
